2	3
5	5
10	5
13	5
7	8
355	14
16	17
18	19
19	19
20	19
21	19
22	19
0	23
16	23
17	23
48	23
72	23
75	23
84	23
116	23
143	23
151	23
152	23
164	23
171	23
176	23
201	23
216	23
241	23
284	23
350	23
356	23
24	29
25	29
26	29
27	29
28	29
29	29
57	29
38	39
41	42
42	42
46	45
47	45
48	48
49	48
50	52
51	52
53	54
56	55
128	55
363	58
367	58
63	63
64	63
92	63
102	63
195	63
263	63
339	63
354	63
380	63
405	63
4	65
12	65
15	65
18	65
19	65
20	65
21	65
22	65
55	65
56	65
59	65
62	65
65	65
71	65
82	65
84	65
85	65
86	65
94	65
95	65
111	65
117	65
128	65
135	65
143	65
149	65
150	65
153	65
154	65
156	65
165	65
166	65
168	65
171	65
172	65
173	65
175	65
176	65
179	65
181	65
208	65
215	65
231	65
232	65
233	65
235	65
236	65
237	65
239	65
244	65
245	65
254	65
269	65
270	65
286	65
288	65
307	65
311	65
317	65
335	65
337	65
344	65
350	65
360	65
361	65
368	65
372	65
381	65
386	65
387	65
389	65
413	65
415	65
66	67
67	67
185	68
192	68
73	73
74	73
76	76
77	76
78	76
79	76
80	76
367	76
86	81
285	81
286	81
307	81
344	81
381	81
387	81
86	87
286	87
381	87
282	89
344	89
93	93
94	93
95	96
108	108
289	110
290	110
289	112
113	113
114	113
399	113
400	113
115	118
116	118
117	118
202	118
394	118
121	122
122	122
119	126
196	126
199	126
130	135
131	135
134	135
136	135
139	135
140	135
141	135
131	136
132	136
133	136
134	136
136	136
137	136
138	136
139	136
140	136
141	136
263	136
366	136
380	136
4	142
15	142
23	142
43	142
55	142
72	142
75	142
85	142
88	142
120	142
142	142
143	142
145	142
171	142
199	142
201	142
271	142
272	142
275	142
279	142
284	142
350	142
368	142
0	147
6	147
146	147
201	147
308	147
317	147
325	147
149	150
150	150
59	153
109	153
122	153
123	153
124	153
125	153
127	153
153	153
356	153
373	153
154	155
156	155
156	156
254	156
158	157
159	159
161	159
161	160
164	163
168	168
170	168
266	168
171	174
172	174
173	174
175	174
107	180
179	180
181	180
186	187
187	187
0	189
56	189
57	189
91	189
106	189
143	189
164	189
170	189
189	189
190	189
196	189
199	189
271	189
272	189
284	189
289	189
290	189
291	189
294	189
313	189
356	189
368	189
191	191
55	192
135	192
136	192
192	192
277	192
293	192
331	192
364	192
196	196
421	197
0	202
4	202
203	203
204	206
206	206
211	212
215	214
217	218
221	221
306	221
332	221
333	221
346	221
362	221
365	221
392	221
395	221
396	221
397	221
398	221
161	226
177	226
205	226
210	226
222	226
223	226
226	226
230	226
289	226
290	226
292	226
293	226
349	226
351	226
364	226
227	228
228	228
368	228
232	232
237	232
231	236
233	236
234	236
235	236
238	236
144	240
152	240
240	240
276	240
356	240
422	240
244	245
245	245
246	250
247	250
248	250
250	250
251	250
178	251
246	251
249	251
251	251
255	256
236	257
239	257
316	257
317	257
258	258
259	260
264	264
162	266
266	266
324	266
267	268
305	268
167	269
239	269
269	269
270	269
6	273
55	273
85	273
88	273
120	273
143	273
145	273
271	273
272	273
279	273
283	273
284	273
374	273
277	278
4	281
6	281
12	281
13	281
17	281
63	281
91	281
148	281
209	281
274	281
277	281
293	281
295	281
311	281
66	291
67	291
117	291
135	291
289	291
290	291
9	297
91	297
182	297
209	297
297	297
298	298
301	303
302	303
303	303
304	303
315	303
313	314
61	323
70	323
161	323
169	323
178	323
184	323
312	323
318	323
319	323
320	323
321	323
322	323
323	323
326	323
327	323
359	323
410	323
324	324
328	329
148	330
330	330
402	330
335	336
336	336
337	336
40	338
152	338
154	338
207	338
240	338
242	338
276	338
356	338
408	338
409	338
411	338
422	338
340	341
341	341
69	343
83	343
97	343
98	343
99	343
100	343
101	343
102	343
103	343
104	343
105	343
129	343
195	343
213	343
225	343
243	343
280	343
296	343
334	343
342	343
343	343
344	343
354	343
393	343
405	343
60	344
90	344
183	344
188	344
193	344
194	344
200	344
224	344
261	344
262	344
45	345
84	345
119	345
126	345
168	345
170	345
196	345
198	345
266	345
287	345
313	345
348	345
421	345
347	348
357	357
358	357
1	358
144	358
152	358
276	358
356	358
358	358
422	358
361	361
368	368
368	369
374	375
375	375
376	377
35	379
36	379
265	379
378	379
379	379
33	384
34	384
36	384
37	384
265	384
382	384
383	384
384	384
389	388
391	390
391	400
400	400
403	404
406	407
407	407
6	412
11	412
12	412
30	412
31	412
32	412
44	412
219	412
220	412
229	412
252	412
253	412
282	412
298	412
299	412
300	412
309	412
310	412
311	412
350	412
352	412
353	412
370	412
371	412
385	412
401	412
412	412
415	414
420	416
84	417
85	417
145	417
418	419
