0	193
3	7
3	19
3	73
3	106
3	143
3	397
3	422
3	446
3	478
3	479
3	533
3	607
5	81
5	117
5	158
5	255
5	469
7	23
19	23
20	23
23	113
23	186
23	232
23	393
23	422
29	352
29	558
30	561
41	45
45	46
47	364
10	57
14	57
15	57
17	57
57	251
19	59
59	180
59	255
19	60
60	180
60	196
60	255
7	66
65	66
66	287
66	304
66	336
67	127
67	199
67	343
67	344
67	345
67	347
67	351
67	446
67	498
67	597
19	70
20	70
76	193
77	124
77	193
80	124
85	86
91	159
112	112
112	159
112	230
112	415
119	121
120	121
121	490
121	524
122	172
122	438
61	135
129	135
130	135
131	135
132	135
133	135
134	135
135	139
135	155
135	156
135	206
135	212
135	439
135	440
135	441
135	613
135	614
135	136
136	136
136	204
136	616
137	614
137	616
96	179
184	364
184	554
184	555
195	553
0	198
29	198
30	198
196	198
197	198
198	199
198	202
198	352
192	201
196	201
197	201
199	201
200	201
201	202
201	203
201	211
201	314
201	341
201	363
201	380
201	399
135	206
136	206
204	206
206	219
9	208
13	208
15	208
16	208
18	208
34	208
35	208
36	208
37	208
38	208
39	208
40	208
42	208
43	208
44	208
48	208
49	208
107	208
108	208
129	208
133	208
208	210
208	219
208	223
208	233
208	246
208	247
208	248
208	249
208	250
208	252
208	256
208	257
208	289
208	290
208	291
208	311
208	317
208	318
208	319
208	320
208	323
208	344
208	345
208	349
208	432
208	506
208	510
208	588
208	598
208	599
208	600
208	601
19	209
32	209
209	218
209	225
209	476
209	486
209	487
209	567
209	579
209	580
217	413
50	220
51	220
52	220
53	220
61	220
129	220
130	220
131	220
132	220
133	220
134	220
135	220
136	220
139	220
155	220
156	220
192	220
204	220
206	220
212	220
213	220
219	220
220	223
220	425
220	439
220	440
220	441
220	613
220	616
159	234
6	235
118	235
123	235
124	235
125	235
127	235
165	235
235	241
235	253
235	283
235	445
235	472
235	524
235	525
1	236
6	236
48	236
236	504
48	237
238	335
164	239
239	295
239	296
239	407
239	409
119	261
120	261
142	261
260	261
261	262
261	263
261	264
261	267
261	305
261	477
261	547
261	548
261	550
261	612
145	292
258	292
292	293
292	342
292	458
292	467
292	468
292	509
292	529
292	531
292	534
292	537
292	538
292	294
294	687
4	297
22	297
297	409
297	414
84	298
87	298
88	298
94	298
163	298
169	298
170	298
232	298
254	298
296	298
297	298
298	298
298	302
298	374
298	400
298	433
4	299
299	299
105	303
90	307
306	307
212	317
289	317
290	317
291	317
315	317
316	317
317	318
320	322
321	322
322	323
322	325
322	326
111	327
115	327
116	327
118	327
187	327
189	327
327	639
327	649
329	331
74	332
75	332
81	332
82	332
83	332
97	332
98	332
114	332
138	332
149	332
152	332
153	332
332	368
332	369
332	416
332	418
332	419
332	420
332	427
332	428
332	448
332	449
332	450
332	451
332	452
332	461
